"","Koppen","Estacion","Lluvia","VelRafaga","Vel9am","Vel3pm","Hum9am","Hum3pm","Pres9am","Pre3pm","Temp9am","Nub9am","Nub3pm","Evaporacion","Sol","Temp3pm","LluviaHoy","target"
"6216","Subtropical","Primavera",41.6,30,6,11,78,86,1014.2,1010.3,19.6,7,7,4.4,5.4,20.3,1,8.2
"6217","Temperate","Invierno",0,50,17,24,60,43,1018.5,1014,11.7,0,1,1.6,7.6,19.5,0,11.5
"6218","Subtropical","Primavera",0,54,24,28,72,83,1015.2,1010.6,18.6,7,7,4.8,7.6,18.4,0,6.1
"6219","Temperate","Primavera",5.4,41,30,19,59,72,1004.4,1001.7,12.5,6,7,2.4,5,11,1,7.7
"6220","Subtropical","Invierno",0,44,11,19,97,46,1018.9,1015.7,10.6,8,2,1.8,4.6,19.6,0,14
"6221","Subtropical","Verano",1,37,19,17,80,62,1012.8,1010.4,23.6,7,8,5.6,1.5,26.9,0,5.4
"6222","Subtropical","Otoño",4.6,39,20,24,56,53,1026.1,1023.4,21.5,3,3,5.4,10.2,21.6,1,7.7
"6223","Desert","Invierno",0,24,11,13,78,42,1030.3,1028.5,11.5,6,6,2.8,5.5,15.9,0,9.8
"6224","Subtropical","Invierno",1,37,11,11,82,69,1017.1,1016.9,16.3,5,3,3,7.8,18.7,0,3.5
"6225","Grassland","Invierno",0,30,4,15,62,32,1024,1021,11.5,1,1,4,10.3,20,0,16.4
"6226","Temperate","Verano",16.4,70,33,31,56,38,1015.4,1019,14.7,4,2,7.6,10.6,17.8,1,7.3
"6227","Tropical","Invierno",0,48,31,13,24,17,1014.9,1011.4,19.4,1,1,7,10.8,28.2,0,12.6
"6228","Subtropical","Verano",0,44,24,28,82,78,1011,1010.6,24.5,7,3,6.4,11,25.2,0,5
"6229","Temperate","Invierno",9,26,0,9,100,91,1031.1,1031.1,6.2,8,7,0.8,3.3,11.1,1,8
"6230","Subtropical","Otoño",0,26,4,13,65,49,1020.7,1017.8,22.7,7,3,3.6,7.4,26.3,0,11.2
"6231","Subtropical","Primavera",0,26,4,9,53,52,1018.9,1013.3,23.1,1,0,7.8,10.2,24.5,0,10.4
"6232","Grassland","Primavera",0.4,43,9,24,52,9,1014.2,1009.3,14.7,8,3,6.8,6.6,28,0,15.3
"6233","Temperate","Invierno",0.8,37,7,17,78,47,1015,1015.1,10.7,1,5,2,7.1,14.7,0,5.9
"6234","Subtropical","Invierno",0,44,26,17,65,56,1009.5,1008.3,11,6,6,3.8,3.8,15.7,0,9.2
"6235","Subtropical","Verano",0,33,15,19,63,61,1014.3,1013.3,20.2,4,6,6.8,11.3,21.1,0,7.6
"6236","Temperate","Invierno",0,30,22,13,71,37,1036.6,1034.8,10.5,1,4,2.2,9.6,18.8,0,14.7
"6237","Subtropical","Primavera",0,30,17,17,60,52,1021.1,1019.9,18,2,3,6,10.1,18.1,0,4.2
"6238","Subtropical","Otoño",0,31,11,11,79,59,1021.1,1017.1,14.6,7,5,1.4,4.6,19.2,0,8
"6239","Subtropical","Primavera",0,41,24,20,52,15,1014.9,1008.8,20.5,1,3,7.6,11,28.8,0,16.3
"6240","Grassland","Primavera",0,30,17,15,52,20,1031.1,1027.2,13.2,0,0,4.4,11.2,22.1,0,19.7
"6241","Subtropical","Invierno",0,43,26,17,76,52,1013.5,1012.2,9.6,1,2,1.6,8,16.1,0,11.2
"6242","Temperate","Verano",0,46,11,24,52,46,1019.6,1018.2,17.7,3,1,5,13.4,21.8,0,10.8
"6243","Grassland","Invierno",0,50,24,30,41,19,1018.4,1014.7,11.8,0,0,3.6,9.7,20.8,0,14.5
"6244","Subtropical","Verano",0,52,13,28,34,21,1014.1,1012,29.7,1,2,11.2,13.1,34.1,0,18.3
"6245","Temperate","Verano",0,39,19,7,70,29,1017.6,1015.1,16.7,1,1,6.9,12.4,27.5,0,17.1
"6246","Subtropical","Otoño",0,28,11,17,74,52,1023,1019.5,17.1,1,1,4,10.6,22.8,0,15
"6247","Grassland","Invierno",2.2,30,9,19,100,68,1012.4,1014.6,8,8,6,1.8,2.5,13.2,1,6.8
"6248","Temperate","Otoño",0.2,11,7,2,100,60,1031.6,1029,7.9,1,3,1.6,9.4,18.6,0,13.5
"6249","Tropical","Invierno",0,56,35,35,33,21,1017,1012.7,23.8,1,1,7.2,11,30,0,10.7
"6250","Temperate","Verano",0,59,13,26,35,23,1009.7,1008.8,18,0,2,13.4,13.5,25.8,0,15.4
"6251","Subtropical","Verano",0,65,28,26,67,51,1003.4,1002.5,21.9,1,1,7.4,11.2,24.7,0,6.1
"6252","Subtropical","Primavera",0,41,30,17,59,20,1014,1009.1,26.6,0,2,10.8,13.1,35.9,0,20.8
"6253","Tropical","Verano",9.6,37,7,24,77,70,1010.4,1007,27.8,6,7,7.6,10.3,30.6,1,8
"6254","Temperate","Verano",1.4,33,7,9,67,29,1019.5,1016,13.3,2,4,3.6,13.4,23,1,17.1
"6255","Subtropical","Invierno",1.6,54,9,26,85,66,1020.2,1016.9,16,7,7,2.2,0.5,16.9,1,6.3
"6256","Temperate","Verano",0,46,19,28,74,34,1013.1,1012.6,16.4,7,3,8,7.4,24.2,0,10
"6257","Temperate","Verano",0,70,37,24,26,21,1010.6,1008.3,30.3,7,7,12,6.1,34.3,0,20.8
"6258","Temperate","Otoño",0,26,7,7,87,56,1021.3,1019,8.5,7,7,2.2,5.7,16.9,0,9.9
"6259","Grassland","Primavera",0,28,19,9,24,15,1023.5,1017.4,13.5,1,1,6.2,11.2,24,0,22.7
"6260","Subtropical","Verano",0,33,15,9,64,59,1017.7,1016.1,26.9,7,7,9,3.6,26.3,0,6.5
"6261","Tropical","Verano",0.4,30,6,13,93,68,1009.2,1006.4,24.8,8,7,7.6,3.6,28.4,0,5
"6262","Temperate","Otoño",0,41,7,20,32,18,1022.3,1019.8,21.6,3,3,5.4,10.5,28.3,0,23.1
"6263","Temperate","Invierno",0.2,28,7,19,91,57,1024.9,1022.7,7.7,7,7,2,4.5,11.7,0,8.7
"6264","Temperate","Primavera",1.6,41,19,26,74,86,1011.6,1009.2,18.3,1,8,3.6,12,15.6,1,11.9
"6265","Subtropical","Verano",0,41,20,24,67,58,1018,1017.2,22.9,2,2,5.4,12.1,24.7,0,5.1
"6266","Subtropical","Invierno",2,22,15,11,89,71,1027.2,1023.6,15.9,7,7,0.6,4.2,18.6,1,9.3
"6267","Temperate","Invierno",0.4,61,19,37,79,55,1011.8,1006.6,8.3,4,5,2,7.5,13.1,0,9.4
"6268","Temperate","Primavera",0.8,70,15,19,46,48,1008.4,1008.4,10.4,3,4,3.2,9.6,12.6,0,7.9
"6269","Subtropical","Otoño",0,28,7,11,82,55,1017,1015.7,17,7,7,4,3.3,21.6,0,9.7
"6270","Temperate","Primavera",12,59,7,17,100,87,1011.5,1010.1,18.8,7,8,10.8,0,20.6,1,3.7
"6271","Subtropical","Primavera",0,31,11,13,62,37,1026.4,1023.7,11.9,1,3,2.4,10.3,16.8,0,11.8
"6272","Temperate","Primavera",5.8,59,22,22,59,31,1001.6,1003.4,12,5,4,3.6,10.4,14.8,1,8.7
"6273","Tropical","Verano",10.2,39,20,17,84,66,1010.6,1006.4,24.7,7,7,6.8,4.6,29.1,1,7.2
"6274","Subtropical","Primavera",0,33,13,13,41,22,1018.4,1014.6,26,1,1,10.8,12.6,35.4,0,15.5
"6275","Temperate","Otoño",0,33,9,28,76,46,1026.5,1023.5,17,1,2,3,10.1,20.9,0,11.6
"6276","Temperate","Otoño",25.8,85,37,41,70,82,1004.7,1006.7,13,8,8,2,5.9,12.2,1,2.4
"6277","Grassland","Otoño",0,30,6,11,70,34,1019.1,1016.3,13.7,0,2,2,9.7,21.4,0,15.3
"6278","Subtropical","Otoño",30.6,56,24,24,82,73,1020.5,1018.5,19.6,6,3,7,6.2,22.4,1,6.4
"6279","Subtropical","Primavera",0.8,59,17,39,82,51,1021.1,1018.5,14.2,7,6,2.2,3.7,18,0,9.2
"6280","Temperate","Primavera",5.2,52,33,30,81,50,1015.2,1017.3,9.1,7,6,2.2,5.5,12,1,4.9
"6281","Temperate","Otoño",0,24,4,7,100,39,1031,1027.5,3.1,3,3,2,8.7,16.5,0,16.2
"6282","Subtropical","Verano",0,52,15,19,59,53,1022.6,1018.1,23.8,6,1,10.6,12.4,25.5,0,6.7
"6283","Subtropical","Primavera",0.4,69,33,31,39,11,1017.7,1016.3,15.9,1,0,9.6,11.9,21.3,0,11.7
"6284","Temperate","Primavera",9.4,39,24,17,58,59,1025.9,1025.9,12.2,6,7,3.2,7,13.8,1,10.6
"6285","Subtropical","Verano",0,37,13,24,59,48,1018.9,1016.5,21.1,4,1,5.6,12.4,24.3,0,7.8
"6286","Temperate","Otoño",31.6,41,15,13,99,93,1005.8,1005.1,17.6,7,7,2.6,0,19.4,1,3.5
"6287","Temperate","Primavera",11.2,83,44,30,55,49,1011,1014.7,12.3,3,3,5.4,8.9,14,1,6.4
"6288","Temperate","Invierno",0.2,26,6,13,73,63,1019.7,1019,6.6,6,7,0,1.9,8.3,0,3
"6289","Subtropical","Otoño",0,30,9,11,50,29,1026.1,1022.4,17,0,0,5.6,10.2,24.6,0,13.6
"6290","Subtropical","Otoño",0,43,26,17,19,12,1017.6,1013.7,31.5,6,4,11.4,7.7,40.8,0,12.5
"6291","Subtropical","Otoño",0,28,13,9,51,46,1022.8,1020.4,16.5,2,7,3.6,8.2,22.5,0,15.6
"6292","Subtropical","Verano",6,46,17,22,80,64,1012.1,1009.1,20.2,7,1,13.8,7.2,25.1,1,6.9
"6293","Subtropical","Invierno",0.2,31,7,17,82,40,1021.7,1015.8,12.1,7,3,0.6,6,20.4,0,11.6
"6294","Subtropical","Primavera",0,28,9,7,50,53,1016.3,1011.5,22.6,5,6,7.8,7.5,25.5,0,14.4
"6295","Temperate","Verano",0,43,15,24,62,55,1014.8,1013.3,16.6,7,7,8.4,2.9,18.8,0,5.9
"6296","Temperate","Verano",0,48,19,20,68,33,1011.6,1012.1,15.9,3,3,3.4,10.4,20.1,0,9.6
"6297","Temperate","Primavera",0.2,33,9,19,79,61,1018.4,1015.8,10.2,7,5,1.2,6.2,13.1,0,9.3
"6298","Temperate","Primavera",0,35,4,17,99,38,1023.4,1017.6,10.7,4,6,2,9.6,20.6,0,15
"6299","Subtropical","Otoño",0,41,24,15,58,36,1022.9,1019,21.2,6,6,6.2,6,26.6,0,13.3
"6300","Temperate","Invierno",15.4,39,9,15,100,75,1023.2,1023.4,9.8,7,5,2.6,4.1,12.6,1,7.1
"6301","Temperate","Primavera",0.4,70,46,48,37,44,1012.5,1011.9,12.1,2,2,5.6,9.6,13.1,0,9
"6302","Temperate","Otoño",0,17,9,6,75,47,1019.2,1016.1,19.7,1,2,3.4,10.5,28,0,15.5
"6303","Subtropical","Verano",0,20,6,9,66,60,1011.2,1009.5,25.8,8,6,9,0.5,28,0,5.8
"6304","Temperate","Otoño",0.4,28,6,6,91,61,1027.1,1025.8,13.5,7,7,2.4,2.7,18,0,6.7
"6305","Subtropical","Otoño",0,35,0,20,61,49,1011,1009.6,26.4,0,1,7.8,11.3,28.8,0,12.3
"6306","Tropical","Otoño",0.8,39,28,19,45,34,1018.8,1014.5,18.2,7,6,3.6,5.2,23.2,0,7.9
"6307","Temperate","Primavera",0,33,11,13,65,50,1016.1,1015.1,14.7,6,7,5.4,4,18.7,0,9
"6308","Tropical","Invierno",0,50,13,19,72,29,1015.9,1011.8,24.1,4,4,4.6,10.5,30.3,0,12
"6309","Subtropical","Invierno",0,22,13,11,62,47,1022.3,1020.2,14.9,1,1,1.8,9.7,18.1,0,12.4
"6310","Grassland","Otoño",0,52,35,28,28,11,1009.4,1004.6,32.6,1,1,19.2,11.9,39.7,0,11.5
"6311","Grassland","Verano",0,37,20,17,17,19,1009.8,1005.7,30.5,6,5,19.2,9.8,37.1,0,16
"6312","Tropical","Primavera",0,35,11,22,71,63,1016.5,1013.1,26.3,6,3,2.8,6.4,28.9,0,7
"6313","Temperate","Primavera",0,81,54,48,46,38,1013.1,1008.6,17.6,3,7,6.6,8,23.5,0,13.1
"6314","Temperate","Verano",2.6,52,17,15,75,56,1005.2,1002.7,24.9,7,8,5.8,1.1,28,1,10
"6315","Subtropical","Otoño",1.6,31,6,7,72,85,1028.2,1026.9,18.9,3,7,4,3.8,18.6,1,7.3
"6316","Subtropical","Otoño",2,65,35,43,62,60,1010.2,1008.4,16.8,5,5,6,9.1,17.8,1,4.6
"6317","Subtropical","Primavera",0,39,17,24,84,60,1018.4,1016.9,19.3,8,6,8,3.2,23,0,4.5
"6318","Subtropical","Otoño",2.4,63,33,35,74,66,1024.3,1021.6,18.8,5,7,3.4,3.6,19.7,1,4.2
"6319","Subtropical","Verano",0,65,22,35,53,15,1007.8,1001.2,28.1,1,1,11.6,12.7,40.4,0,23.9
"6320","Temperate","Otoño",0,31,11,19,82,49,1021.1,1019.5,15.7,7,6,2.4,7.7,20.7,0,10.4
"6321","Temperate","Primavera",0,26,9,15,66,38,1013.5,1010.4,17.9,3,5,9.8,12,26.2,0,15.9
"6322","Subtropical","Otoño",0,59,26,17,52,22,1015,1011,23.1,7,2,9.2,7.8,35.1,0,16.1
"6323","Temperate","Verano",0,28,7,11,76,33,1022.2,1018.8,17.6,0,1,5.2,13,31.5,0,20.4
"6324","Temperate","Invierno",0,22,11,7,79,51,1029,1026.9,7.1,7,6,1.4,6.8,15.9,0,12.2
"6325","Subtropical","Otoño",0,48,15,15,81,59,1022.3,1021,19.9,7,7,4,6.4,22.8,0,9.9
"6326","Temperate","Verano",2.8,31,11,17,98,85,1010.3,1010.8,16.7,8,8,4,0,16.1,1,0.399999999999999
"6327","Tropical","Primavera",0,41,19,30,46,44,1018.7,1014.7,23.7,1,2,8.8,11,25.6,0,10.3
"6328","Subtropical","Verano",0,41,15,20,64,56,1012.8,1011.2,22.3,7,7,9.2,9,25.1,0,8.8
"6329","Temperate","Verano",0,52,20,9,56,28,1014.3,1011.1,20.1,1,3,7.4,13.3,28.8,0,21.4
"6330","Temperate","Primavera",1.2,35,4,11,95,79,1010.6,1008.5,11.8,7,7,5.2,2,14.8,1,4.3
"6331","Subtropical","Invierno",0,28,22,13,75,47,1023.4,1018.7,10,1,3,3.6,9.8,17.3,0,11.5
"6332","Desert","Invierno",0,43,7,26,61,24,1015.6,1012.7,10,1,1,4,9.5,18.7,0,13.3
"6333","Grassland","Otoño",0,48,0,9,78,87,1011.1,1010.5,17.7,6,7,3.4,0.7,18.3,0,4.3
"6334","Temperate","Verano",0,65,17,33,76,94,1008.3,1009.4,16.3,7,8,5.4,0.8,13.8,0,7.6
"6335","Tropical","Primavera",0,37,15,19,68,33,1012.9,1009.8,29.5,2,1,7.2,11.2,34.3,0,9.2
"6336","Subtropical","Otoño",0,31,11,17,63,55,1015.9,1012,20.4,3,7,4.8,3.9,22.5,0,9.1
"6337","Temperate","Verano",0,46,9,17,61,32,1009.8,1005.4,16.8,7,2,4.2,11.7,25.7,0,18.8
"6338","Grassland","Primavera",0,41,26,19,9,2,1016.1,1011.9,24.4,1,5,15.2,12.7,32.3,0,20.7
"6339","Tropical","Invierno",0,31,11,24,79,69,1021,1018.1,24.1,5,1,5.8,9.4,26.3,0,8.8
"6340","Subtropical","Primavera",5.2,17,2,7,72,83,1013.7,1012,25.1,8,8,8,3,22.7,1,4.6
"6341","Temperate","Otoño",0,43,17,24,62,66,1016.2,1015.2,15.4,7,7,1.8,1.6,15.5,0,11.6
"6342","Grassland","Invierno",0,78,24,35,52,22,1006.7,1001.7,14.6,6,1,4.8,8.8,19.8,0,9.6
"6343","Temperate","Otoño",6.6,63,17,24,94,97,999.1,999.1,14.5,7,8,3.4,1.6,13.7,1,5.5
"6344","Temperate","Primavera",0,61,17,33,50,34,1014,1010.9,16.6,5,3,6.4,9.1,18.9,0,15
"6345","Subtropical","Primavera",0,26,11,17,64,57,1024.8,1022.3,21.1,6,2,3.6,7.9,21.7,0,10.1
"6346","Subtropical","Verano",0,33,17,19,55,36,1018.7,1014,20.5,0,0,9.8,13,29.1,0,15.9
"6347","Subtropical","Verano",1.4,35,26,20,69,57,1018.8,1018.6,22.8,7,5,3.4,2.5,24.3,1,4.3
"6348","Temperate","Primavera",0.2,59,7,11,84,76,1011.3,1007.2,12.6,7,8,2.8,1.3,16.6,0,12.3
"6349","Desert","Primavera",0,43,7,15,57,25,1022.8,1021.1,12.6,0,1,5,10.2,21.2,0,15.8
"6350","Temperate","Otoño",0.4,41,20,19,80,64,1021.8,1019.5,14.5,5,6,3.6,9.1,22.7,0,11.6
"6351","Temperate","Primavera",0,48,15,24,50,19,1013.6,1012.4,18.9,0,1,8,13.6,24.9,0,17.2
"6352","Temperate","Verano",0,44,19,19,64,39,1014.2,1014.9,20.3,6,4,7.6,10.2,25.9,0,7.7
"6353","Tropical","Otoño",0,31,4,19,74,72,1012.2,1008.9,28.9,7,7,5.6,8.3,30.6,0,8.1
"6354","Tropical","Verano",78.4,67,11,15,98,89,1001.6,997.8,24.1,7,8,10.4,0.1,26.4,1,7.3
"6355","Temperate","Invierno",1.6,69,26,31,67,62,1023.1,1025,10.6,3,3,2.2,8.1,12.1,1,6
"6356","Subtropical","Verano",0,31,15,17,67,58,1018.8,1017.1,23.4,3,3,5.4,12.7,23.2,0,8.2
"6357","Temperate","Primavera",0,65,35,33,43,30,1007.9,1003.3,14.8,7,7,2.8,7.6,21.4,0,14.3
"6358","Subtropical","Primavera",16.6,28,7,11,63,65,1012.7,1009.8,29,3,6,11,10.3,29.9,1,11.2
"6359","Temperate","Otoño",0,22,6,9,45,25,1022.2,1019.1,15.2,0,0,3.4,10.4,22.7,0,15.5
"6360","Tropical","Verano",0,26,4,9,79,87,1009.1,1007,29,5,7,4.8,4,27.3,0,5.8
"6361","Subtropical","Verano",0,46,9,26,58,45,1019,1013.5,22.6,3,2,7.2,11.4,25.3,0,9.4
"6362","Temperate","Verano",0,57,17,28,68,67,1013.5,1012.4,17.4,1,8,6.2,5.3,21.6,0,14.1
"6363","Subtropical","Otoño",0.4,56,30,33,82,77,1015.5,1014.6,22.1,7,7,4.4,4.9,23.6,0,5.1
"6364","Subtropical","Otoño",0.6,26,9,13,72,61,1014.1,1010.9,26.3,2,1,4.2,11.1,28,0,9.4
"6365","Subtropical","Primavera",0,33,6,20,35,18,1015.2,1010.5,24.4,0,1,6.2,11,28.8,0,17.6
"6366","Grassland","Otoño",0,43,15,15,26,16,1013.2,1009.8,25.9,1,1,13.2,11.9,32.1,0,17.6
"6367","Temperate","Invierno",6,67,22,35,84,70,1009.8,1010.2,7.3,7,1,2,4.3,10.4,1,4.3
"6368","Tropical","Verano",132.6,98,50,52,96,96,1006.4,1002.1,24.2,8,8,9.4,0,23.4,1,1.9
"6369","Temperate","Verano",0,39,7,19,44,46,1008,1007.3,22.4,2,6,8.6,12.1,26.4,0,17.9
"6370","Temperate","Primavera",0.4,35,13,20,60,47,1026.4,1022.5,14.8,1,1,5.6,13.6,22.5,0,14
"6371","Temperate","Primavera",0,41,6,28,52,34,1019.8,1017,9.8,2,1,4.8,11.4,16.3,0,14.5
"6372","Temperate","Otoño",0,31,13,20,79,35,1028,1024.1,7.1,0,0,2,10.1,18.2,0,14.6
"6373","Temperate","Verano",0.2,41,31,24,59,36,1020.9,1020.4,16.4,6,0,7.2,11.5,22.4,0,9.3
"6374","Tropical","Verano",0,41,2,22,70,70,1001.9,999.7,32.3,3,4,8.2,10.7,33.5,0,7.8
"6375","Grassland","Invierno",0,35,0,19,63,22,1021.3,1019.1,9.3,1,1,4,10.3,19.3,0,17.7
"6376","Temperate","Invierno",0.2,13,7,9,96,62,1037.4,1033.5,1.6,2,1,0.6,8.3,16.1,0,17.8
"6377","Subtropical","Verano",0.8,28,15,13,68,61,1014.7,1012.8,26.8,7,7,4.6,3.4,27,0,6.9
"6378","Temperate","Otoño",0,48,15,35,71,56,1022.7,1015.1,12.3,6,6,0.8,9.2,20.4,0,17.8
"6379","Subtropical","Primavera",0,50,11,24,53,92,1015.9,1014,24.4,7,8,6,1.8,18.4,0,8.7
"6380","Temperate","Primavera",0,69,33,30,39,19,1022.5,1018.3,15.7,2,6,6.8,9.7,24.7,0,15.2
"6381","Subtropical","Otoño",0,56,28,17,61,40,1025.9,1023,17.5,2,2,3,9.9,21.8,0,9.4
"6382","Tropical","Otoño",26.6,35,17,19,76,68,1006.7,1002.9,29,7,6,11.4,6.2,30.8,1,6.5
"6383","Temperate","Otoño",0,41,11,17,85,84,1014.3,1012.9,11,5,8,1,4.5,13.2,0,10.7
"6384","Tropical","Otoño",0,41,19,30,66,56,1017.5,1014.5,27.4,4,2,8,10.2,29.6,0,9.2
"6385","Temperate","Invierno",0,24,11,11,90,81,1034.3,1033.7,11.5,2,7,1.2,9.9,15.8,0,10.3
"6386","Tropical","Invierno",0,28,6,15,76,77,1014.1,1010.7,23.7,4,5,2,10.7,25.1,0,7.4
"6387","Temperate","Primavera",0,43,13,26,67,49,1027.6,1025.2,10.5,7,7,0.4,2.4,14.4,0,9
"6388","Subtropical","Otoño",0,41,24,15,67,36,1019.7,1015.9,23,6,7,8.8,8.6,29.9,0,11.6
"6389","Subtropical","Invierno",0,24,11,6,61,48,1027.6,1023.8,12.8,2,5,2,6.9,17.5,0,12.8
"6390","Temperate","Otoño",0,44,30,17,53,52,1017.6,1014,18.2,7,7,4.4,2.1,22.6,0,9.4
"6391","Grassland","Verano",0,44,22,15,55,28,1015.3,1013.1,17.6,1,0,16.8,13.2,27.2,0,15.8
"6392","Temperate","Invierno",5.8,54,26,28,94,84,1021.3,1019.9,13.5,8,8,0.6,0.2,15.8,1,5.7
"6393","Tropical","Invierno",0,44,6,20,68,36,1015.9,1010.8,26.5,0,1,7.4,10.9,32.3,0,14.5
"6394","Grassland","Invierno",0.2,39,19,20,93,43,1018.6,1019.5,8.7,7,6,1.8,5.8,13.2,0,8.1
"6395","Grassland","Verano",0,44,13,20,38,6,1014.9,1012.6,23.4,1,2,10.8,13.7,34,0,20
"6396","Grassland","Verano",0,43,4,11,19,12,1014.8,1009.9,32.1,1,2,14.4,11.7,39.9,0,20.9
"6397","Tropical","Otoño",0,56,4,11,52,26,1012.6,1008.9,29.6,5,5,8,10.8,34.6,0,11.5
"6398","Subtropical","Otoño",0,44,30,15,57,33,1021.1,1019.2,12.3,2,0,5.2,9.5,19.8,0,12.2
"6399","Temperate","Verano",0,61,31,43,73,47,1005,1008.5,19.2,8,5,13.8,6.7,20.2,0,3.5
"6400","Grassland","Verano",0,59,20,17,51,30,1012.4,1007.8,24.1,2,4,13.4,11.5,34.5,0,17.2
"6401","Tropical","Otoño",0,39,28,24,74,70,1016.6,1013.3,24.1,5,7,3,4.4,26,0,5.3
"6402","Temperate","Invierno",1.8,59,26,35,82,61,1017.5,1016.4,10,3,5,1.2,7.5,11.6,1,5.3
"6403","Temperate","Primavera",0,69,24,22,54,64,1011.5,1009.1,17.2,7,7,4.4,2.8,18.3,0,8.6
"6404","Tropical","Invierno",0,43,24,17,24,13,1015,1010.8,19.5,0,0,6.6,11,28.4,0,13.4
"6405","Subtropical","Otoño",2.2,63,13,33,63,55,1019.9,1014.8,24.1,1,3,3,10.4,26.7,1,9.2
"6406","Temperate","Verano",0,44,9,15,75,25,1019.6,1016.6,18.1,0,1,6.4,13,33.2,0,23.7
"6407","Temperate","Otoño",0,24,6,7,80,99,1021.4,1019,10.8,1,8,2.4,2.1,12.3,0,4.6
"6408","Temperate","Verano",0.2,43,7,4,85,84,1014,1012.9,16.8,8,8,7,1.4,18.3,0,7.3
"6409","Temperate","Verano",0,30,9,7,43,26,1012.2,1009.4,28.2,5,3,8.6,9,35.7,0,17.4
"6410","Subtropical","Invierno",0.4,70,24,39,59,72,1014.8,1016,13,1,7,2.2,6.5,15,0,7
"6411","Temperate","Invierno",0.2,59,9,26,72,49,1008.3,1002,12.3,6,6,1.2,1.2,16.5,0,10.1
"6412","Desert","Otoño",0,46,17,20,66,37,1020.2,1017.5,16.8,1,4,10.6,11.6,23.7,0,11.2
"6413","Temperate","Primavera",0,44,7,17,62,29,1022.8,1017.2,9.4,6,1,2.2,9.2,18.5,0,13.7
"6414","Temperate","Otoño",0,19,6,7,69,36,1023.9,1021.1,11.4,0,5,1.2,8.2,18.8,0,18.7
"6415","Tropical","Invierno",0,31,13,22,72,58,1014.4,1009.4,25.7,6,1,7.2,10.6,30.5,0,12.5
"6416","Grassland","Invierno",0,35,17,20,60,50,1025.6,1023.2,10,6,7,2.4,2.3,13.9,0,9.8
"6417","Subtropical","Verano",0,37,17,13,37,16,1019.1,1014.7,23.4,4,1,11.4,12.7,33.7,0,18.6
"6418","Temperate","Invierno",2.8,41,7,13,83,65,1027.1,1027.4,7.5,5,5,1.8,7.7,9.8,1,10.7
"6419","Subtropical","Otoño",0,33,19,15,63,61,1014.7,1009.7,20.3,2,7,2.2,9.5,23.2,0,13.3
"6420","Tropical","Invierno",0,28,9,15,75,55,1018.4,1015,22.7,1,1,4,10.3,26,0,12.9
"6421","Subtropical","Primavera",0,30,13,19,60,61,1018.1,1016.5,17.7,7,3,5.6,6,18.7,0,4.3
"6422","Temperate","Otoño",0.2,44,11,19,95,39,1021.3,1017.4,10.1,3,3,3.6,8.8,21.5,0,19.1
"6423","Subtropical","Otoño",0,30,6,11,69,52,1014.9,1012.2,20.8,7,5,6.6,2.7,26,0,11
"6424","Temperate","Primavera",0,43,13,20,69,56,1032,1031.4,13.7,5,7,3.2,3.9,16.3,0,10.1
"6425","Temperate","Primavera",1.4,35,9,19,88,54,1010,1006.4,17.5,8,8,6.2,0,25,1,8.9
"6426","Temperate","Verano",0,33,2,17,74,42,1020.4,1018,18.8,2,3,6.6,11.6,28.7,0,14
"6427","Subtropical","Invierno",1,74,13,33,67,60,1018.9,1014.6,16.8,6,7,3.2,5.6,19.2,0,5.7
"6428","Subtropical","Primavera",0,37,24,26,30,57,1012.9,1012.6,20.9,4,2,8.8,13.1,22.5,0,8.3
"6429","Temperate","Invierno",0,28,13,13,79,69,1033,1032.4,9.2,8,8,1,0.1,10.7,0,5.1
"6430","Tropical","Otoño",0,39,17,15,57,53,1013.7,1010.6,26.6,7,7,7.2,2.6,30.6,0,6.4
"6431","Subtropical","Primavera",0,52,13,30,73,56,1021.8,1016.7,22.7,5,6,3.2,6,26.9,0,9.8
"6432","Temperate","Primavera",0,33,13,17,55,23,1020.1,1017.2,14,0,1,6.6,12.9,23.1,0,20.2
"6433","Subtropical","Invierno",0,24,9,7,70,55,1016.8,1014,18.8,2,5,1.8,8.6,21.6,0,7.2
"6434","Subtropical","Otoño",0,31,15,19,59,38,1028.2,1025.2,14.4,0,1,2.4,9.7,21.5,0,18.6
"6435","Temperate","Otoño",0.2,43,19,9,68,76,1019.6,1018.4,14.2,1,7,2.6,3.9,15.1,0,10.4
"6436","Subtropical","Otoño",0,20,7,4,73,87,1014,1012.6,24.2,8,8,5.2,0,21.9,0,1.8
"6437","Grassland","Invierno",0,46,4,7,75,46,1034.2,1030.9,6.9,1,1,1.2,5.9,12.9,0,11.4
"6438","Grassland","Primavera",0,26,9,9,54,24,1025.4,1021.2,12.5,0,1,6.8,10.1,18,0,14.5
"6439","Tropical","Invierno",0,50,31,28,68,65,1020.8,1018.8,23.9,7,7,6.6,1.5,24.4,0,7
"6440","Temperate","Otoño",0.2,41,9,20,88,62,1020.7,1020,18,7,7,3.8,0,19.6,0,4.5
"6441","Subtropical","Primavera",0.4,41,19,26,69,58,1015.1,1013.2,18.1,5,3,6.8,9.1,20.3,0,6.9
"6442","Tropical","Primavera",0,46,22,31,58,44,1014.6,1010.6,29.4,1,2,9.2,10.4,31.9,0,9.6
"6443","Temperate","Verano",0,39,4,11,38,86,1008.6,1011.1,28.8,7,8,16,2.4,18.9,0,3.9
